,GeoFips,GeoName,2022
498,13149,"Heard, GA",0.7189432725783329
499,12067,"Lafayette, FL",0.7183476938672073
500,6059,"Orange, CA",0.7175718455782594
501,18001,"Adams, IN",0.7172455174361145
502,37129,"New Hanover, NC",0.7172363267491335
503,6069,"San Benito, CA",0.7170809095716553
504,5067,"Jackson, AR",0.7168068797906151
505,35057,"Torrance, NM",0.716652101374434
506,49005,"Cache, UT",0.7159597819160235
507,26093,"Livingston, MI",0.7158314350797266
508,48367,"Parker, TX",0.7158070373460275
509,6061,"Placer, CA",0.7154152684563759
510,49033,"Rich, UT",0.7149249203700896
511,27145,"Stearns, MN",0.7148971859906874
512,54089,"Summers, WV",0.7146614593711393
513,18155,"Switzerland, IN",0.7146507315062847
514,48463,"Uvalde, TX",0.7144945901159958
515,13307,"Webster, GA",0.714167896518795
516,26081,"Kent, MI",0.7131784928633549
517,35049,"Santa Fe, NM",0.7127047771795165
518,38071,"Ramsey, ND",0.7125379196229349
519,29209,"Stone, MO",0.7124206841222376
520,44005,"Newport, RI",0.7120045391910512
521,51145,"Powhatan, VA",0.7119088434002219
522,19185,"Wayne, IA",0.7118060028339559
523,39115,"Morgan, OH",0.7117782543086331
524,49025,"Kane, UT",0.71151401619054
525,55109,"St. Croix, WI",0.7109206622885975
526,18013,"Brown, IN",0.7108015950991158
527,51075,"Goochland, VA",0.7103359021118889
528,19057,"Des Moines, IA",0.7098812445347098
529,45033,"Dillon, SC",0.7098268928134288
530,45069,"Marlboro, SC",0.709721155149817
531,19125,"Marion, IA",0.7088973471081474
532,15901,"Maui + Kalawao, HI",0.7087708374607307
533,8053,"Hinsdale, CO",0.7086433566433565
534,21147,"McCreary, KY",0.7083667736757624
535,4017,"Navajo, AZ",0.7080949482653682
536,13205,"Mitchell, GA",0.7075274640259941
537,32027,"Pershing, NV",0.7074998929198613
538,19089,"Howard, IA",0.7073645506650805
539,2016,"Aleutians West Census Area, AK",0.7073585603352643
540,35017,"Grant, NM",0.7071783236328959
541,48333,"Mills, TX",0.7071414415009578
542,48327,"Menard, TX",0.7067724946220606
543,4005,"Coconino, AZ",0.7066693695519968
544,40025,"Cimarron, OK",0.7065325916417058
545,46009,"Bon Homme, SD",0.7063748392963531
546,16041,"Franklin, ID",0.7062972098042237
547,38061,"Mountrail, ND",0.7060816498316498
548,21171,"Monroe, KY",0.7060239122961152
549,19067,"Floyd, IA",0.7058857406127621
550,29029,"Camden, MO",0.7055028333447122
551,13117,"Forsyth, GA",0.7054526704765178
552,13187,"Lumpkin, GA",0.7047605235488199
553,55111,"Sauk, WI",0.7044443223644454
554,8085,"Montrose, CO",0.7044212784500385
555,26055,"Grand Traverse, MI",0.7041499698084206
556,37099,"Jackson, NC",0.7041397645271554
557,48431,"Sterling, TX",0.7037197673231963
558,4001,"Apache, AZ",0.7034866358070777
559,39175,"Wyandot, OH",0.7033398821218075
560,5057,"Hempstead, AR",0.7031088904750575
561,27153,"Todd, MN",0.7028522515361806
562,48229,"Hudspeth, TX",0.7026805515379424
563,40139,"Texas, OK",0.7026250563316809
564,21117,"Kenton, KY",0.7024643574543139
565,29181,"Ripley, MO",0.702053641566603
566,19191,"Winneshiek, IA",0.701898681239022
567,13221,"Oglethorpe, GA",0.7018337010380122
568,22081,"Red River, LA",0.7017708823068485
569,13015,"Bartow, GA",0.7015871903577311
570,6017,"El Dorado, CA",0.7015426723065439
571,21037,"Campbell, KY",0.701355342700196
572,13227,"Pickens, GA",0.7010720098782062
573,31003,"Antelope, NE",0.7009807554534451
574,47101,"Lewis, TN",0.7008613299587705
575,56007,"Carbon, WY",0.7008414862878289
576,17171,"Scott, IL",0.7004033736707005
577,54103,"Wetzel, WV",0.7003379647014645
578,27135,"Roseau, MN",0.699739048359336
579,12111,"St. Lucie, FL",0.699435284953914
580,13141,"Hancock, GA",0.6990003348160903
581,47093,"Knox, TN",0.6986088817549492
582,13223,"Paulding, GA",0.6985252610781822
583,13001,"Appling, GA",0.6984924623115578
584,46135,"Yankton, SD",0.6982520010971747
585,29067,"Douglas, MO",0.6978430557480024
586,19101,"Jefferson, IA",0.6977210968379446
587,48285,"Lavaca, TX",0.6975509992751372
588,51171,"Shenandoah, VA",0.6975290175900444
589,45061,"Lee, SC",0.6971944801292942
590,41011,"Coos, OR",0.696434147255355
591,31087,"Hitchcock, NE",0.696305717754524
592,6079,"San Luis Obispo, CA",0.6960613019169328
593,31037,"Colfax, NE",0.6960230722525804
594,41001,"Baker, OR",0.6957976165586452
595,18093,"Lawrence, IN",0.6954507160909857
596,28125,"Sharkey, MS",0.6954282982088345
597,51949,"Southampton + Franklin, VA",0.6951976257925268
598,16031,"Cassia, ID",0.6950114785630079
599,16007,"Bear Lake, ID",0.6949472360053113
600,46111,"Sanborn, SD",0.6948757352551533
601,18139,"Rush, IN",0.6945153649758529
602,6073,"San Diego, CA",0.6934995101278225
603,48315,"Marion, TX",0.6931473206671896
604,13129,"Gordon, GA",0.6931130934381615
