,County,Total Population,Est. Pop Below Poverty Level,2022 Poverty Rate,GEO_ID
387,"Lee County, Mississippi",81802,9865,12.059607344563702,0500000US28081
388,"Madison County, Mississippi",109376,10626,9.71511117612639,0500000US28089
389,"Rankin County, Mississippi",153081,14660,9.57662936615256,0500000US28121
390,"Boone County, Missouri",178029,31181,17.514562234242735,0500000US29019
391,"Buchanan County, Missouri",79243,15168,19.141122875206644,0500000US29021
392,"Cape Girardeau County, Missouri",78680,12291,15.621504829689883,0500000US29031
393,"Cass County, Missouri",109402,9652,8.822507815213616,0500000US29037
394,"Christian County, Missouri",92408,7086,7.668167258246039,0500000US29043
395,"Clay County, Missouri",254332,19332,7.601088341223283,0500000US29047
396,"Cole County, Missouri",73327,6252,8.526190898304854,0500000US29051
397,"Franklin County, Missouri",104401,8280,7.93095851572303,0500000US29071
398,"Greene County, Missouri",293678,45061,15.343675726475936,0500000US29077
399,"Jackson County, Missouri",705239,105987,15.028522245650056,0500000US29095
400,"Jasper County, Missouri",121388,23266,19.166639206511352,0500000US29097
401,"Jefferson County, Missouri",226509,19847,8.76212424230384,0500000US29099
402,"Platte County, Missouri",109535,12161,11.102387364769251,0500000US29165
403,"St. Charles County, Missouri",406873,19835,4.874985560604906,0500000US29183
404,"St. Francois County, Missouri",61617,12451,20.20708570686661,0500000US29187
405,"St. Louis County, Missouri",968287,100946,10.425214838162653,0500000US29189
406,"St. Louis city, Missouri",275622,56122,20.36194498262113,0500000US29510
407,"Cascade County, Montana",82327,12275,14.910053809807234,0500000US30013
408,"Flathead County, Montana",110642,12859,11.622168796659496,0500000US30029
409,"Gallatin County, Montana",121001,12897,10.658589598433071,0500000US30031
410,"Lewis and Clark County, Montana",72714,6351,8.734218994966582,0500000US30049
411,"Missoula County, Montana",118465,9386,7.923015236567762,0500000US30063
412,"Yellowstone County, Montana",166249,14155,8.514336928342427,0500000US30111
413,"Douglas County, Nebraska",575965,69792,12.117402967194186,0500000US31055
414,"Lancaster County, Nebraska",310936,40217,12.934172948774025,0500000US31109
415,"Sarpy County, Nebraska",195155,11560,5.923496707745126,0500000US31153
416,"Clark County, Nevada",2303122,301074,13.072429510898683,0500000US32003
417,"Washoe County, Nevada",489465,49893,10.19337439857804,0500000US32031
418,"Cheshire County, New Hampshire",74259,5781,7.784914959802852,0500000US33005
419,"Grafton County, New Hampshire",84938,9311,10.96211354164214,0500000US33009
420,"Hillsborough County, New Hampshire",419581,25980,6.191891434550182,0500000US33011
421,"Merrimack County, New Hampshire",149643,10189,6.808871781506652,0500000US33013
422,"Rockingham County, New Hampshire",317164,16491,5.199518230316177,0500000US33015
423,"Strafford County, New Hampshire",125889,10886,8.647300399558342,0500000US33017
424,"Atlantic County, New Jersey",270898,29894,11.035149761164718,0500000US34001
425,"Bergen County, New Jersey",942622,67195,7.128520233985627,0500000US34003
426,"Burlington County, New Jersey",454955,29995,6.5929597432713125,0500000US34005
427,"Camden County, New Jersey",518815,66250,12.769484305580988,0500000US34007
428,"Cape May County, New Jersey",94590,8684,9.180674489903796,0500000US34009
429,"Cumberland County, New Jersey",144645,22154,15.316118773549034,0500000US34011
430,"Essex County, New Jersey",832635,130921,15.723696457631494,0500000US34013
431,"Gloucester County, New Jersey",300124,22771,7.587197291786062,0500000US34015
432,"Hudson County, New Jersey",695197,99822,14.358807647328742,0500000US34017
433,"Hunterdon County, New Jersey",127614,4584,3.5920823734073064,0500000US34019
434,"Mercer County, New Jersey",363567,39485,10.86044663019471,0500000US34021
435,"Middlesex County, New Jersey",835763,70062,8.382998529487425,0500000US34023
436,"Monmouth County, New Jersey",638090,38634,6.054631791753515,0500000US34025
437,"Morris County, New Jersey",503055,20727,4.1202254226675015,0500000US34027
438,"Ocean County, New Jersey",649023,75990,11.708367808228676,0500000US34029
439,"Passaic County, New Jersey",505199,62135,12.299113814556243,0500000US34031
440,"Salem County, New Jersey",63858,6718,10.520216730871622,0500000US34033
441,"Somerset County, New Jersey",344059,16855,4.8988690893131706,0500000US34035
442,"Sussex County, New Jersey",144561,8816,6.098463624352349,0500000US34037
443,"Union County, New Jersey",564478,53743,9.520831635599617,0500000US34039
444,"Warren County, New Jersey",109406,6610,6.041716176443705,0500000US34041
445,"Bernalillo County, New Mexico",663280,94226,14.20606681944277,0500000US35001
446,"Doña Ana County, New Mexico",217015,53138,24.485865032371034,0500000US35013
447,"Lea County, New Mexico",70056,14278,20.380838186593582,0500000US35025
448,"McKinley County, New Mexico",69029,23135,33.514899534978056,0500000US35031
449,"Otero County, New Mexico",64746,12861,19.863775368362525,0500000US35035
450,"Sandoval County, New Mexico",152990,15385,10.056212824367606,0500000US35043
451,"San Juan County, New Mexico",119147,28693,24.082016332765406,0500000US35045
452,"Santa Fe County, New Mexico",153502,18057,11.7633646467147,0500000US35049
453,"Valencia County, New Mexico",76662,16524,21.55435548250763,0500000US35061
454,"Albany County, New York",299979,44349,14.784034882441771,0500000US36001
455,"Bronx County, New York",1354229,374766,27.673753848130563,0500000US36005
456,"Broome County, New York",185399,38628,20.835063835295767,0500000US36007
457,"Cattaraugus County, New York",74042,12517,16.905269981902162,0500000US36009
458,"Cayuga County, New York",71969,9584,13.316844752601813,0500000US36011
459,"Chautauqua County, New York",121709,22498,18.48507505607638,0500000US36013
460,"Chemung County, New York",78006,12348,15.829551572955927,0500000US36015
461,"Clinton County, New York",73163,10145,13.86629853887894,0500000US36019
462,"Dutchess County, New York",281548,25315,8.991362041286033,0500000US36027
463,"Erie County, New York",926465,122301,13.200822481151473,0500000US36029
464,"Jefferson County, New York",111212,15779,14.188217098874222,0500000US36045
465,"Kings County, New York",2561102,507449,19.81369738495382,0500000US36047
466,"Madison County, New York",61228,6419,10.483765597439081,0500000US36053
467,"Monroe County, New York",727204,101821,14.001710661657526,0500000US36055
468,"Nassau County, New York",1364712,72016,5.277010827192844,0500000US36059
469,"New York County, New York",1545516,267727,17.322822927747108,0500000US36061
470,"Niagara County, New York",207079,31212,15.07250855953525,0500000US36063
471,"Oneida County, New York",217173,35341,16.2732015489955,0500000US36065
472,"Onondaga County, New York",446387,61626,13.80550956905107,0500000US36067
473,"Ontario County, New York",107998,11037,10.219633696920313,0500000US36069
474,"Orange County, New York",397297,61401,15.454685034118052,0500000US36071
475,"Oswego County, New York",113672,21198,18.648391864311353,0500000US36075
476,"Putnam County, New York",96610,6262,6.481730669702928,0500000US36079
477,"Queens County, New York",2252013,293878,13.049569429661373,0500000US36081
478,"Rensselaer County, New York",152477,17539,11.502718442781534,0500000US36083
479,"Richmond County, New York",485177,53562,11.039682425176792,0500000US36085
480,"Rockland County, New York",333726,50345,15.085729011224776,0500000US36087
481,"St. Lawrence County, New York",97858,17912,18.30407324899344,0500000US36089
482,"Saratoga County, New York",235243,14894,6.33132548046063,0500000US36091
483,"Schenectady County, New York",156014,17556,11.252836283923237,0500000US36093
484,"Steuben County, New York",91293,11493,12.589136078341165,0500000US36101
485,"Suffolk County, New York",1497833,97459,6.506666631059671,0500000US36103
486,"Sullivan County, New York",77196,12697,16.447743406394114,0500000US36105
487,"Tompkins County, New York",89879,15013,16.70356813048654,0500000US36109
488,"Ulster County, New York",174214,30751,17.651279460892923,0500000US36111
489,"Warren County, New York",64773,6249,9.647538326154416,0500000US36113
490,"Wayne County, New York",90554,10736,11.855909181262009,0500000US36117
491,"Westchester County, New York",968154,89583,9.252970085337662,0500000US36119
492,"Alamance County, North Carolina",170596,21524,12.616942952941452,0500000US37001
493,"Brunswick County, North Carolina",151531,10473,6.911457061591357,0500000US37019
494,"Buncombe County, North Carolina",267164,33196,12.42532676558219,0500000US37021
495,"Burke County, North Carolina",85558,9164,10.710862806517216,0500000US37023
496,"Cabarrus County, North Carolina",233810,17565,7.5125101578204525,0500000US37025
497,"Caldwell County, North Carolina",79762,14544,18.23424688448133,0500000US37027
498,"Carteret County, North Carolina",68291,8895,13.025142405294988,0500000US37031
499,"Catawba County, North Carolina",160870,20222,12.570398458382545,0500000US37035
500,"Chatham County, North Carolina",79172,7473,9.438943060678017,0500000US37037
501,"Cleveland County, North Carolina",98430,16549,16.812963527379864,0500000US37045
502,"Craven County, North Carolina",97135,13929,14.339836310289803,0500000US37049
503,"Cumberland County, North Carolina",319263,50988,15.970532131816089,0500000US37051
504,"Davidson County, North Carolina",171051,21007,12.28113252772565,0500000US37057
505,"Durham County, North Carolina",320498,33622,10.490549082989597,0500000US37063
506,"Forsyth County, North Carolina",378350,56992,15.06330117615964,0500000US37067
507,"Franklin County, North Carolina",73109,6449,8.821075380596097,0500000US37069
508,"Gaston County, North Carolina",231247,25397,10.982628963835205,0500000US37071
509,"Guilford County, North Carolina",520700,88631,17.021509506433645,0500000US37081
510,"Harnett County, North Carolina",135720,17961,13.233863837312112,0500000US37085
511,"Henderson County, North Carolina",116569,16186,13.885338297489042,0500000US37089
512,"Iredell County, North Carolina",193520,18194,9.401612236461347,0500000US37097
513,"Johnston County, North Carolina",232459,22209,9.553942845835179,0500000US37101
514,"Lee County, North Carolina",64601,11784,18.241203696537205,0500000US37105
515,"Lincoln County, North Carolina",92147,7276,7.896079091017613,0500000US37109
516,"Mecklenburg County, North Carolina",1127947,115446,10.23505537050943,0500000US37119
517,"Moore County, North Carolina",104547,9347,8.940476532086047,0500000US37125
518,"Nash County, North Carolina",93965,11627,12.373756185813868,0500000US37127
519,"New Hanover County, North Carolina",230560,26633,11.5514399722415,0500000US37129
520,"Onslow County, North Carolina",185609,21322,11.487589502664203,0500000US37133
521,"Orange County, North Carolina",139518,19464,13.950888057454952,0500000US37135
522,"Pender County, North Carolina",64398,5410,8.400882014969408,0500000US37141
523,"Pitt County, North Carolina",168487,33897,20.118466113112586,0500000US37147
524,"Randolph County, North Carolina",143757,21845,15.195781770626821,0500000US37151
525,"Robeson County, North Carolina",112973,29956,26.51607021146646,0500000US37155
526,"Rockingham County, North Carolina",90338,16379,18.130797670969027,0500000US37157
527,"Rowan County, North Carolina",145123,22694,15.637769340490483,0500000US37159
528,"Surry County, North Carolina",70224,13635,19.41643882433356,0500000US37171
529,"Union County, North Carolina",246302,16161,6.561457073024174,0500000US37179
530,"Wake County, North Carolina",1151170,86226,7.490292485036962,0500000US37183
531,"Wayne County, North Carolina",114356,21608,18.895379341704853,0500000US37191
532,"Wilkes County, North Carolina",64900,14611,22.513097072419104,0500000US37193
533,"Wilson County, North Carolina",77320,16423,21.24030005173306,0500000US37195
534,"Burleigh County, North Dakota",95319,10549,11.067048542263347,0500000US38015
535,"Cass County, North Dakota",186228,24289,13.042614429623903,0500000US38017
536,"Grand Forks County, North Dakota",67539,9437,13.972667643879833,0500000US38035
537,"Ward County, North Dakota",67084,5863,8.739788921352334,0500000US38101
538,"Allen County, Ohio",97756,11417,11.679078522034454,0500000US39003
539,"Ashtabula County, Ohio",93792,16661,17.76377516206073,0500000US39007
540,"Belmont County, Ohio",62072,11273,18.16116767624694,0500000US39013
541,"Butler County, Ohio",376949,44259,11.741376154333876,0500000US39017
542,"Clark County, Ohio",131368,19904,15.151330613239145,0500000US39023
543,"Clermont County, Ohio",208316,18338,8.802972407304289,0500000US39025
544,"Columbiana County, Ohio",97216,15238,15.674374588545096,0500000US39029
545,"Cuyahoga County, Ohio",1212229,198417,16.367946980314777,0500000US39035
546,"Delaware County, Ohio",223612,11404,5.0999051929234565,0500000US39041
547,"Erie County, Ohio",73089,7890,10.79505807987522,0500000US39043
548,"Fairfield County, Ohio",157898,13931,8.822784329123865,0500000US39045
549,"Franklin County, Ohio",1293222,194696,15.055110414143899,0500000US39049
550,"Geauga County, Ohio",94626,6177,6.527804197577833,0500000US39055
551,"Greene County, Ohio",161590,14363,8.888545083235348,0500000US39057
552,"Hamilton County, Ohio",806886,123850,15.349132343354576,0500000US39061
553,"Hancock County, Ohio",73207,4922,6.723400767686149,0500000US39063
554,"Lake County, Ohio",228517,20593,9.011583383293146,0500000US39085
555,"Licking County, Ohio",177891,18219,10.241664839705212,0500000US39089
556,"Lorain County, Ohio",307794,39832,12.941122958862097,0500000US39093
557,"Lucas County, Ohio",418165,74231,17.751605227601544,0500000US39095
558,"Mahoning County, Ohio",220058,42777,19.43896609075789,0500000US39099
559,"Marion County, Ohio",59359,10685,18.000640172509645,0500000US39101
560,"Medina County, Ohio",182257,12236,6.713596734281811,0500000US39103
561,"Miami County, Ohio",108906,12009,11.026940664426203,0500000US39109
562,"Montgomery County, Ohio",517927,72785,14.053138762798618,0500000US39113
563,"Muskingum County, Ohio",83930,10586,12.612891695460505,0500000US39119
564,"Portage County, Ohio",154994,19997,12.90178974669987,0500000US39133
565,"Richland County, Ohio",117911,17898,15.179245363028047,0500000US39139
566,"Ross County, Ohio",71597,8142,11.371984859700826,0500000US39141
567,"Scioto County, Ohio",69068,15563,22.532866160884925,0500000US39145
568,"Stark County, Ohio",365159,47655,13.050479380215194,0500000US39151
569,"Summit County, Ohio",527344,64877,12.30259564913984,0500000US39153
570,"Trumbull County, Ohio",197128,32365,16.41826630412727,0500000US39155
571,"Tuscarawas County, Ohio",90742,10292,11.34204668180115,0500000US39157
572,"Union County, Ohio",65289,3000,4.594954739695814,0500000US39159
573,"Warren County, Ohio",244691,12865,5.257651486977453,0500000US39165
574,"Wayne County, Ohio",112074,10992,9.807805557042668,0500000US39169
575,"Wood County, Ohio",124977,17091,13.675316258191508,0500000US39173
576,"Canadian County, Oklahoma",166210,14936,8.986222248962155,0500000US40017
577,"Cleveland County, Oklahoma",287500,39412,13.708521739130436,0500000US40027
578,"Comanche County, Oklahoma",113915,17210,15.107755782820522,0500000US40031
579,"Creek County, Oklahoma",71482,10430,14.591085867770905,0500000US40037
580,"Muskogee County, Oklahoma",62270,11710,18.805203147583104,0500000US40101
581,"Oklahoma County, Oklahoma",786936,126571,16.084027163581283,0500000US40109
582,"Payne County, Oklahoma",73122,14749,20.17040015316868,0500000US40119
583,"Pottawatomie County, Oklahoma",69817,14071,20.154117192087888,0500000US40125
584,"Rogers County, Oklahoma",96821,10353,10.692928187066855,0500000US40131
585,"Tulsa County, Oklahoma",664355,103916,15.641637377606852,0500000US40143
586,"Wagoner County, Oklahoma",86190,7505,8.707506671307575,0500000US40145
587,"Benton County, Oregon",91418,18891,20.664420573628824,0500000US41003
588,"Clackamas County, Oregon",419910,34451,8.204377128432283,0500000US41005
589,"Deschutes County, Oregon",205143,21268,10.367402251112638,0500000US41017
590,"Douglas County, Oregon",110939,19642,17.705225394135514,0500000US41019
591,"Jackson County, Oregon",218853,26278,12.007146349376065,0500000US41029
592,"Josephine County, Oregon",86559,16458,19.013620767337887,0500000US41033
593,"Klamath County, Oregon",68936,9969,14.46123941046768,0500000US41035
594,"Lane County, Oregon",372569,56840,15.256234415638446,0500000US41039
595,"Linn County, Oregon",129330,17080,13.206525941390243,0500000US41043
596,"Marion County, Oregon",337149,46094,13.671700049532994,0500000US41047
597,"Multnomah County, Oregon",781288,94559,12.10296331186451,0500000US41051
598,"Polk County, Oregon",87800,13495,15.370159453302962,0500000US41053
599,"Umatilla County, Oregon",76274,6738,8.833940792406326,0500000US41059
600,"Washington County, Oregon",596326,43934,7.367446665079168,0500000US41067
601,"Yamhill County, Oregon",103604,11507,11.106714026485463,0500000US41071
602,"Adams County, Pennsylvania",101539,8505,8.376091944966959,0500000US42001
603,"Allegheny County, Pennsylvania",1196305,136407,11.402359766113157,0500000US42003
604,"Armstrong County, Pennsylvania",64073,7834,12.226678944329125,0500000US42005
605,"Beaver County, Pennsylvania",162855,15826,9.717847164655675,0500000US42007
606,"Berks County, Pennsylvania",418176,45445,10.867433807774717,0500000US42011
607,"Blair County, Pennsylvania",116871,15013,12.845787235498968,0500000US42013
608,"Bucks County, Pennsylvania",637506,36090,5.661123189428805,0500000US42017
609,"Butler County, Pennsylvania",192187,17148,8.922559798529557,0500000US42019
610,"Cambria County, Pennsylvania",125761,21104,16.781037046461144,0500000US42021
611,"Carbon County, Pennsylvania",64753,5628,8.691489197411704,0500000US42025
612,"Centre County, Pennsylvania",136543,23488,17.201907091538928,0500000US42027
613,"Chester County, Pennsylvania",531909,28310,5.322338971515805,0500000US42029
614,"Clearfield County, Pennsylvania",74054,7581,10.237124260674642,0500000US42033
615,"Crawford County, Pennsylvania",78104,10766,13.784185188978798,0500000US42039
616,"Cumberland County, Pennsylvania",254956,19892,7.80213056370511,0500000US42041
617,"Dauphin County, Pennsylvania",284647,35474,12.462453495030687,0500000US42043
618,"Delaware County, Pennsylvania",553271,53585,9.685127179989554,0500000US42045
619,"Erie County, Pennsylvania",254668,38548,15.136569965602275,0500000US42049
620,"Fayette County, Pennsylvania",122345,21179,17.31088315828191,0500000US42051
621,"Franklin County, Pennsylvania",154904,11680,7.540153901771419,0500000US42055
622,"Indiana County, Pennsylvania",77461,9765,12.606343837544054,0500000US42063
623,"Lackawanna County, Pennsylvania",208092,27399,13.166772389135575,0500000US42069
624,"Lancaster County, Pennsylvania",540987,48110,8.893004822666718,0500000US42071
625,"Lawrence County, Pennsylvania",82591,10075,12.198665714181933,0500000US42073
626,"Lebanon County, Pennsylvania",139935,18077,12.918140565262442,0500000US42075
627,"Lehigh County, Pennsylvania",367756,42455,11.544339181413763,0500000US42077
628,"Luzerne County, Pennsylvania",314459,49199,15.645600857345473,0500000US42079
629,"Lycoming County, Pennsylvania",107271,12143,11.31992803273951,0500000US42081
630,"Mercer County, Pennsylvania",101721,12185,11.978844093156772,0500000US42085
631,"Monroe County, Pennsylvania",163391,21446,13.125569951833333,0500000US42089
632,"Montgomery County, Pennsylvania",844379,56325,6.670582759637556,0500000US42091
633,"Northampton County, Pennsylvania",305103,33543,10.993992192800464,0500000US42095
634,"Northumberland County, Pennsylvania",85351,12377,14.501294653841196,0500000US42097
635,"Philadelphia County, Pennsylvania",1519441,329385,21.67803817324924,0500000US42101
636,"Schuylkill County, Pennsylvania",135105,15921,11.784167869434883,0500000US42107
637,"Somerset County, Pennsylvania",68643,9818,14.302987923022012,0500000US42111
638,"Washington County, Pennsylvania",205298,24763,12.061978197546981,0500000US42125
639,"Westmoreland County, Pennsylvania",345979,33364,9.643359857101155,0500000US42129
640,"York County, Pennsylvania",452631,41442,9.155802408584476,0500000US42133
641,"Kent County, Rhode Island",169368,11049,6.523664446648718,0500000US44003
642,"Newport County, Rhode Island",81099,5000,6.165304134452953,0500000US44005
643,"Providence County, Rhode Island",631070,88487,14.021740852837244,0500000US44007
644,"Washington County, Rhode Island",123696,6677,5.397911007631613,0500000US44009
645,"Aiken County, South Carolina",171947,31199,18.144544539887292,0500000US45003
646,"Anderson County, South Carolina",206203,33055,16.030319636474736,0500000US45007
647,"Beaufort County, South Carolina",187649,18483,9.849772713949982,0500000US45013
648,"Berkeley County, South Carolina",237761,18480,7.772511051013413,0500000US45015
649,"Charleston County, South Carolina",410059,46093,11.240577575422074,0500000US45019
650,"Dorchester County, South Carolina",162878,18414,11.305394221441816,0500000US45035
651,"Florence County, South Carolina",133962,28364,21.17316851047312,0500000US45041
652,"Greenville County, South Carolina",535223,51473,9.617112866973205,0500000US45045
653,"Greenwood County, South Carolina",65589,13134,20.02469926359603,0500000US45047
654,"Horry County, South Carolina",375151,47085,12.55094615234932,0500000US45051
655,"Kershaw County, South Carolina",67005,7719,11.52003581822252,0500000US45055
656,"Lancaster County, South Carolina",102805,10462,10.176547833276592,0500000US45057
657,"Laurens County, South Carolina",65999,11984,18.157850876528432,0500000US45059
658,"Lexington County, South Carolina",302359,33141,10.960811485684237,0500000US45063
659,"Oconee County, South Carolina",79599,16123,20.25527958893956,0500000US45073
660,"Orangeburg County, South Carolina",79740,19598,24.577376473539,0500000US45075
661,"Pickens County, South Carolina",124870,20386,16.32577880996236,0500000US45077
662,"Richland County, South Carolina",397922,64071,16.10139675614819,0500000US45079
663,"Spartanburg County, South Carolina",337193,49977,14.821482059236105,0500000US45083
664,"Sumter County, South Carolina",100958,10820,10.717327997781254,0500000US45085
665,"York County, South Carolina",290148,22536,7.767070598453203,0500000US45091
666,"Lincoln County, South Dakota",70045,6896,9.845099578842174,0500000US46083
667,"Minnehaha County, South Dakota",199911,16504,8.2556737748298,0500000US46099
668,"Pennington County, South Dakota",110421,16401,14.853152932866031,0500000US46103
669,"Anderson County, Tennessee",77869,9767,12.542860445106523,0500000US47001
670,"Blount County, Tennessee",137839,12574,9.12223681251315,0500000US47009
671,"Bradley County, Tennessee",107718,13990,12.987615811656362,0500000US47011
672,"Davidson County, Tennessee",687236,96175,13.9944647835678,0500000US47037
673,"Greene County, Tennessee",69213,12752,18.4242844552324,0500000US47059
674,"Hamblen County, Tennessee",64479,9537,14.79086214116224,0500000US47063
675,"Hamilton County, Tennessee",366846,41482,11.307742213353833,0500000US47065
676,"Knox County, Tennessee",481152,55201,11.472673915935088,0500000US47093
677,"Madison County, Tennessee",95676,12765,13.341903925749405,0500000US47113
678,"Maury County, Tennessee",106699,11096,10.399347697729127,0500000US47119
679,"Montgomery County, Tennessee",229628,26438,11.513404288675597,0500000US47125
680,"Putnam County, Tennessee",78974,17757,22.484615189809304,0500000US47141
681,"Robertson County, Tennessee",74581,5398,7.237768332417104,0500000US47147
682,"Rutherford County, Tennessee",355800,34312,9.643620011242271,0500000US47149
683,"Sevier County, Tennessee",97563,10892,11.164068345581828,0500000US47155
684,"Shelby County, Tennessee",899794,148682,16.524004383225492,0500000US47157
685,"Sullivan County, Tennessee",158535,24768,15.62304853817769,0500000US47163
686,"Sumner County, Tennessee",202308,12929,6.39075073650078,0500000US47165
687,"Washington County, Tennessee",131215,18668,14.22703197043021,0500000US47179
688,"Williamson County, Tennessee",259856,9917,3.8163444369189086,0500000US47187
689,"Wilson County, Tennessee",156772,11138,7.104585002423902,0500000US47189
690,"Angelina County, Texas",83985,12493,14.875275346788117,0500000US48005
691,"Bastrop County, Texas",103359,13884,13.432792499927437,0500000US48021
692,"Bell County, Texas",379013,55578,14.663876964642375,0500000US48027
693,"Bexar County, Texas",2019161,317085,15.703799746528386,0500000US48029
694,"Bowie County, Texas",86912,16583,19.080219072164947,0500000US48037
695,"Brazoria County, Texas",375396,36884,9.825357755543479,0500000US48039
696,"Brazos County, Texas",221551,50723,22.894502845845878,0500000US48041
697,"Cameron County, Texas",421455,93839,22.265485045853055,0500000US48061
698,"Collin County, Texas",1148829,52844,4.5998142456362086,0500000US48085
699,"Comal County, Texas",182801,12564,6.873047740439056,0500000US48091
700,"Coryell County, Texas",67199,6961,10.358785100968765,0500000US48099
701,"Dallas County, Texas",2572288,364533,14.171546887440286,0500000US48113
702,"Denton County, Texas",966712,78852,8.156720926191047,0500000US48121
703,"Ector County, Texas",158275,27439,17.33628178802717,0500000US48135
704,"Ellis County, Texas",209348,19187,9.165122188891225,0500000US48139
705,"El Paso County, Texas",854698,181926,21.285413093279733,0500000US48141
706,"Fort Bend County, Texas",882008,70729,8.019088262237984,0500000US48157
707,"Galveston County, Texas",351677,48437,13.773149793702743,0500000US48167
708,"Grayson County, Texas",140596,14134,10.052917579447493,0500000US48181
709,"Gregg County, Texas",121882,19899,16.32644689125548,0500000US48183
710,"Guadalupe County, Texas",180687,18575,10.280208316038232,0500000US48187
711,"Harris County, Texas",4739328,781107,16.481387234645926,0500000US48201
712,"Harrison County, Texas",67962,10069,14.815632265089315,0500000US48203
713,"Hays County, Texas",261259,26986,10.329213539055115,0500000US48209
714,"Henderson County, Texas",83096,8728,10.503514007894484,0500000US48213
715,"Hidalgo County, Texas",881676,243504,27.61830876648565,0500000US48215
716,"Hood County, Texas",65589,6795,10.35996889722362,0500000US48221
717,"Hunt County, Texas",104709,13379,12.777316181035058,0500000US48231
718,"Jefferson County, Texas",235655,43923,18.638687912414333,0500000US48245
719,"Johnson County, Texas",192783,19119,9.917368232676118,0500000US48251
720,"Kaufman County, Texas",170832,12666,7.414301770160157,0500000US48257
721,"Liberty County, Texas",96765,25070,25.908127938820858,0500000US48291
722,"Lubbock County, Texas",305069,53984,17.69566884868669,0500000US48303
723,"McLennan County, Texas",258557,40874,15.808506441519665,0500000US48309
724,"Midland County, Texas",170651,21422,12.553105460852851,0500000US48329
725,"Montgomery County, Texas",673877,55976,8.306560396036664,0500000US48339
726,"Nueces County, Texas",345336,58621,16.975061968633447,0500000US48355
727,"Orange County, Texas",84273,10620,12.601900964721796,0500000US48361
728,"Parker County, Texas",163787,12084,7.37787492291818,0500000US48367
729,"Potter County, Texas",110242,20821,18.88663122947697,0500000US48375
730,"Randall County, Texas",142861,11653,8.156879764246366,0500000US48381
731,"Rockwall County, Texas",122043,4935,4.043656743934515,0500000US48397
732,"San Patricio County, Texas",69229,12489,18.040127692152133,0500000US48409
733,"Smith County, Texas",235078,25474,10.836403236372607,0500000US48423
734,"Starr County, Texas",65295,22762,34.860249636266175,0500000US48427
735,"Tarrant County, Texas",2121271,224727,10.593978798559919,0500000US48439
736,"Taylor County, Texas",139414,23971,17.194112499462033,0500000US48441
737,"Tom Green County, Texas",115151,13378,11.617788816423651,0500000US48451
738,"Travis County, Texas",1306520,131756,10.084499280531487,0500000US48453
739,"Victoria County, Texas",90030,14447,16.0468732644674,0500000US48469
740,"Walker County, Texas",61157,10566,17.276844841964127,0500000US48471
741,"Webb County, Texas",263549,52898,20.07140987065024,0500000US48479
742,"Wichita County, Texas",118080,17743,15.026253387533876,0500000US48485
743,"Williamson County, Texas",666321,44050,6.610927766046696,0500000US48491
744,"Wise County, Texas",73369,4602,6.272403876296528,0500000US48497
745,"Cache County, Utah",136118,18459,13.56102793164754,0500000US49005
746,"Davis County, Utah",367354,23956,6.521230203019431,0500000US49011
747,"Salt Lake County, Utah",1170792,86920,7.424034328898728,0500000US49035
748,"Tooele County, Utah",79246,5205,6.56815485955127,0500000US49045
749,"Utah County, Utah",688308,54143,7.866100640992115,0500000US49049
750,"Washington County, Utah",195237,20179,10.335643346291942,0500000US49053
751,"Weber County, Utah",266376,20858,7.830285010661621,0500000US49057
752,"Chittenden County, Vermont",158877,17978,11.315671871951258,0500000US50007
753,"Albemarle County, Virginia",107119,9644,9.003071350554057,0500000US51003
754,"Arlington County, Virginia",231549,15010,6.482429205049471,0500000US51013
755,"Augusta County, Virginia",74872,5489,7.331178544716316,0500000US51015
756,"Bedford County, Virginia",80041,5694,7.113854149748254,0500000US51019
757,"Chesterfield County, Virginia",372794,23695,6.356057232680784,0500000US51041
758,"Fairfax County, Virginia",1127335,62861,5.576070999303667,0500000US51059
759,"Fauquier County, Virginia",74184,4304,5.801790143427154,0500000US51061
760,"Frederick County, Virginia",93870,6229,6.635772877383615,0500000US51069
761,"Hanover County, Virginia",110493,4915,4.448245590218384,0500000US51085
762,"Henrico County, Virginia",329554,30014,9.107460385854822,0500000US51087
763,"James City County, Virginia",80295,5563,6.928202254187683,0500000US51095
764,"Loudoun County, Virginia",429978,16089,3.7418193488969202,0500000US51107
765,"Montgomery County, Virginia",87154,19360,22.21355302108911,0500000US51121
766,"Prince William County, Virginia",481669,33093,6.870485748511945,0500000US51153
767,"Roanoke County, Virginia",94576,7014,7.416257824395195,0500000US51161
768,"Rockingham County, Virginia",83158,9779,11.759542076529018,0500000US51165
769,"Spotsylvania County, Virginia",145597,13646,9.372445860835045,0500000US51177
770,"Stafford County, Virginia",159190,6746,4.237703373327471,0500000US51179
771,"York County, Virginia",70191,2678,3.81530395634768,0500000US51199
772,"Alexandria city, Virginia",154495,12521,8.104469400304216,0500000US51510
773,"Chesapeake city, Virginia",248443,20807,8.374959246185242,0500000US51550
774,"Hampton city, Virginia",134874,18364,13.615670922490622,0500000US51650
775,"Lynchburg city, Virginia",68830,13873,20.155455469998547,0500000US51680
776,"Newport News city, Virginia",177415,30016,16.918524363779838,0500000US51700
777,"Norfolk city, Virginia",216007,38197,17.683223228876845,0500000US51710
778,"Portsmouth city, Virginia",94510,18979,20.081472860014813,0500000US51740
