femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id,year
DR-4696-ME,4696,ME,DR,2023-03-22 00:00:00+00:00,2023,Severe Storm,2022-12-23 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,23,025,99025,Somerset (County),23013,,2023-05-22T03:41:22.800Z,d236841c6427ca264cb3064c9d079ec9b920b33c,8540aeab-375b-403b-b899-1ad3116ecbb8,2023
DR-4696-ME,4696,ME,DR,2023-03-22 00:00:00+00:00,2023,Severe Storm,2022-12-23 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,23,027,99027,Waldo (County),23013,,2023-05-22T03:41:22.800Z,2956b4bfdc56089d2810eeb8ad0932dcccb814fd,60bbb273-4330-48f4-984f-64f9e8d38b86,2023
DR-4696-ME,4696,ME,DR,2023-03-22 00:00:00+00:00,2023,Severe Storm,2022-12-23 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,23,031,99031,"York (County)(in MSA 6400,6450)",23013,,2023-05-22T03:41:22.800Z,bbf786e3eeddff3c0664c69887f3182c18a365d3,246fce90-02b2-4464-8efd-0fbc5ebb0d8d,2023
DR-4695-VT,4695,VT,DR,2023-03-20 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,50,007,99007,Chittenden (County),23016,,2023-05-22T03:41:22.800Z,e9a8ae187b7a1d352ca6926b9f4b814618c2e18e,b33811d3-a475-4b4f-8f59-d35cf42725cc,2023
DR-4695-VT,4695,VT,DR,2023-03-20 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,50,009,99009,Essex (County),23016,,2023-05-22T03:41:22.800Z,31448064f58cdc8a03a4b45e4cafdca40d3fce3a,10a4899b-8f90-49e4-bc53-e27b0f41c26d,2023
DR-4695-VT,4695,VT,DR,2023-03-20 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,50,011,99011,Franklin (County),23016,,2023-05-22T03:41:22.800Z,86330fdb6ca14e7dadd609c69108c25fcb50c181,c3587119-0be7-4df7-9c2f-022f0d54d0c4,2023
DR-4695-VT,4695,VT,DR,2023-03-20 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,50,013,99013,Grand Isle (County),23016,,2023-05-22T03:41:22.800Z,12ce0dcbb86e37a6ade8dda87e42d66ff39e22cd,5196aab0-92a8-4f99-9604-eb5894bdb460,2023
DR-4695-VT,4695,VT,DR,2023-03-20 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,50,015,99015,Lamoille (County),23016,,2023-05-22T03:41:22.800Z,049918c4034f312e8302425342c7f91913f3a495,8724419c-a520-4f1a-b47c-40a002a289de,2023
DR-4695-VT,4695,VT,DR,2023-03-20 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,50,017,99017,Orange (County),23016,,2023-05-22T03:41:22.800Z,4ca958a698a7a9ed6692dcd860fd685c561c171b,80bcc093-2697-4b29-b295-794362b8bf5b,2023
DR-4695-VT,4695,VT,DR,2023-03-20 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,50,019,99019,Orleans (County),23016,,2023-05-22T03:41:22.800Z,0cfaa8321698c4eb37b54e58691f5d3f5dacf6bc,f0cecfcc-5389-496b-b3b1-7cb4e31d2e2d,2023
DR-4695-VT,4695,VT,DR,2023-03-20 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-24 00:00:00+00:00,,False,50,023,99023,Washington (County),23016,,2023-05-22T03:41:22.800Z,23256aa9d13a8b08f57e7782132a252a928ad511,7b426cf9-a7cc-4dc7-a0f2-3d05c1f8760e,2023
DR-4694-NY,4694,NY,DR,2023-03-15 00:00:00+00:00,2023,Snowstorm,2022-12-23 00:00:00+00:00,2022-12-28 00:00:00+00:00,,False,36,037,99037,Genesee (County),23017,,2023-05-22T03:41:22.800Z,f501b8b514bc48f132925595ebc187780040e08d,903209b3-b385-455b-888d-68c62459ed8c,2023
DR-4694-NY,4694,NY,DR,2023-03-15 00:00:00+00:00,2023,Snowstorm,2022-12-23 00:00:00+00:00,2022-12-28 00:00:00+00:00,,False,36,089,99089,St. Lawrence (County),23017,,2023-05-22T03:41:22.800Z,accb9b174efd5785b061c648e72b9839f8ae183d,ddf460a8-7c42-4e0c-b53e-51079aee13c9,2023
DR-4694-NY,4694,NY,DR,2023-03-15 00:00:00+00:00,2023,Snowstorm,2022-12-23 00:00:00+00:00,2022-12-28 00:00:00+00:00,,False,36,103,99103,Suffolk (County),23017,,2023-05-22T03:41:22.800Z,442b5fe3d32d5ec3c5d97876f66e7bed34c681de,27365c0b-fd9f-4d0b-a24b-f58403255f0c,2023
DR-4694-NY,4694,NY,DR,2023-03-15 00:00:00+00:00,2023,Snowstorm,2022-12-23 00:00:00+00:00,2022-12-28 00:00:00+00:00,,False,36,029,99029,Erie (County),23017,,2023-05-22T03:41:22.800Z,4ceded7f806e5115e67c42f958218787cc93be22,5a1bebdb-2f89-457f-9236-21c3be3b7923,2023
DR-4694-NY,4694,NY,DR,2023-03-15 00:00:00+00:00,2023,Snowstorm,2022-12-23 00:00:00+00:00,2022-12-28 00:00:00+00:00,,False,36,063,99063,Niagara (County),23017,,2023-05-22T03:41:22.800Z,8bb344c5970bebed066f3deeaceeeaf70156420e,40f92864-805b-4ccc-b21d-dbc8a0799290,2023
DR-4693-NH,4693,NH,DR,2023-03-15 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,33,001,99001,Belknap (County),23015,,2023-05-22T03:41:22.800Z,6cc00d88ff920ad5c084f405967d2476dcc5b1f2,05bd4cfe-cca5-4a80-8307-2e87bbef1a10,2023
DR-4693-NH,4693,NH,DR,2023-03-15 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,33,003,99003,Carroll (County),23015,,2023-05-22T03:41:22.800Z,c6dd7e01ced4f57e8ce9d13615d414f9da29117c,e8bbc4f5-68c5-4a57-92a8-c16f0206d4f5,2023
DR-4693-NH,4693,NH,DR,2023-03-15 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,33,007,99007,Coos (County),23015,,2023-05-22T03:41:22.800Z,84f4aef416886af4d245d06b6f71d37ff5922632,73315994-cd1f-41dc-9046-3714e74206cc,2023
DR-4693-NH,4693,NH,DR,2023-03-15 00:00:00+00:00,2023,Severe Storm,2022-12-22 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,33,009,99009,Grafton (County),23015,,2023-05-22T03:41:22.800Z,c44ccdd4215ea4c8d944536929a585b42bb69f6a,42ef5c33-cbd3-470b-b83b-2c44076187a5,2023
DR-4692-CA,4692,CA,DR,2023-03-08 00:00:00+00:00,2023,Earthquake,2022-12-20 00:00:00+00:00,2023-01-01 00:00:00+00:00,,True,06,000,62564,Rohnerville Rancheria (Indian Reservation),23018,,2023-05-22T03:41:22.800Z,31c7e6a983cbf97c2245b930bcdb7aad066f2188,d3b1a67f-1262-49cb-9cbe-67aa33c9a638,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,029,99029,Cocke (County),23014,,2023-05-22T03:41:22.800Z,d44fdca02a4f54d80e6debf042afcdc0cc00672c,3cae313d-168b-403d-9910-36645ee2c4a8,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,031,99031,Coffee (County),23014,,2023-05-22T03:41:22.800Z,c86d9792a4c2674e10c71bcb24fc64ed713f928e,5abb6fb7-a7ce-4299-8eb5-56ff003b671e,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,037,99037,Davidson (County),23014,,2023-05-22T03:41:22.800Z,b98ed061c048fc33b43dc8edb091a27dc3fcf6b3,2e34ffb7-09be-4d93-af76-20d807227be0,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,059,99059,Greene (County),23014,,2023-05-22T03:41:22.800Z,2541368e39a9e451a2cea615ab81e60737ca7d97,05924742-b4ac-4485-81e7-6e48d275d69b,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,077,99077,Henderson (County),23014,,2023-05-22T03:41:22.800Z,4c2b8a389917f481cf0faab959de3ec041176db0,e55787a2-3e87-41cb-95d0-d0b1296cc3a0,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,093,99093,Knox (County),23014,,2023-05-22T03:41:22.800Z,a29f07b0add7faba63af06819c339ad3ea1efd55,2a6cf59c-f17b-4e15-8cb7-615680460742,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,119,99119,Maury (County),23014,,2023-05-22T03:41:22.800Z,ec2f0ed12d43c3e3b17a8f88953596fba2046c64,045a92f8-0b72-4f6c-a1d7-d13b8127512a,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,135,99135,Perry (County),23014,,2023-05-22T03:41:22.800Z,beed9dfc90314861e4e9bdda5f9b6a78c06d6774,bef65d7a-1160-4dca-acdb-857fa3a5f3c0,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,141,99141,Putnam (County),23014,,2023-05-22T03:41:22.800Z,070c2865043d4bc10ef6779b5ae8ebd45c141fb5,74c7281b-a5fc-44ce-9788-bdcdcebeee16,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,157,99157,Shelby (County),23014,,2023-05-22T03:41:22.800Z,64437813a93f56758ea48399199fc1c0f2912c32,aec42de9-42d2-4ce0-a0d6-0486f5075c67,2023
DR-4691-TN,4691,TN,DR,2023-03-08 00:00:00+00:00,2023,Winter Storm,2022-12-22 00:00:00+00:00,2022-12-27 00:00:00+00:00,,False,47,179,99179,Washington (County),23014,,2023-05-22T03:41:22.800Z,59f9c96aa18457b91f689dd256f1387d466984d0,b92528db-a9bc-46b2-b46a-6aaa320c1c72,2023
DR-4690-OK,4690,OK,DR,2023-03-03 00:00:00+00:00,2023,Severe Storm,2022-12-21 00:00:00+00:00,2022-12-25 00:00:00+00:00,,True,40,000,18170,Creek (OTSA),23012,,2023-05-22T03:41:22.800Z,aaf2ab80276e9a08d9b222cae2b503122f71c141,e2bb4335-3fd8-4ec5-a8a2-baf7cccb2898,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,007,99007,Bennett (County),23011,,2023-05-22T03:41:22.800Z,7b8a5f2bbb768f19a082b7591d6a92788f2fafe5,821f58be-56d8-4978-bedf-ca085f2f671f,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,011,99011,Brookings (County),23011,,2023-05-22T03:41:22.800Z,0572155575ff235c21df696cb5702693f73f592a,d8bbf76d-b252-4266-960f-1a293f44057f,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,025,99025,Clark (County),23011,,2023-05-22T03:41:22.800Z,5d76919d90db0372ccb48cdba42cd894c4b95444,e2c10afc-3fd1-428b-8a99-66a25e40ca4a,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,037,99037,Day (County),23011,,2023-05-22T03:41:22.800Z,a4f0a59730b97afe510ca35161c6b052b52a6dc0,6d6d06b4-33d4-4e53-ba73-33886edf3c4e,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,039,99039,Deuel (County),23011,,2023-05-22T03:41:22.800Z,2fdf20c0af8f305d575e9a057453c0cb599dd108,e27d0014-9d00-4ce1-ae40-759c97ba3dcc,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,057,99057,Hamlin (County),23011,,2023-05-22T03:41:22.800Z,0e5d1417e1a322d9ef55425c63cc89731e117b35,50d0e21e-b756-4950-9e2d-f42f3a9a44ac,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,071,99071,Jackson (County),23011,,2023-05-22T03:41:22.800Z,a075dc17f2144dd4a81ccf0927c0fa7ce73b56f1,da41e772-039c-41bf-b134-5ce8a7849fbf,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,075,99075,Jones (County),23011,,2023-05-22T03:41:22.800Z,77099d83684258f87f07df05b204c3d58e312d31,67593ab7-09ed-4131-b381-a8d87d8bcfc9,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,077,99077,Kingsbury (County),23011,,2023-05-22T03:41:22.800Z,f6b9a119a0376a5796634ad0bdf492f0b645ac4f,e5585dcf-103b-412d-b26c-fa4ce98f7089,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,095,99095,Mellette (County),23011,,2023-05-22T03:41:22.800Z,55e64f71debcc9ec52c76236928291b63af115cf,d4d67858-4f72-4efc-a680-621cb93c01d0,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,107,99107,Potter (County),23011,,2023-05-22T03:41:22.800Z,fae36dfc9bd9306d62610900e81745070b426253,df75006a-8308-424f-b3b9-a108c5b94848,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,109,99109,Roberts (County),23011,,2023-05-22T03:41:22.800Z,d95961c364aca7f2de4ef3e3c3cdc4a13e600e78,835388b0-d80e-4e57-995b-3501b316e48e,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,113,99113,Oglala Lakota (County),23011,,2023-05-22T03:41:22.800Z,0d1f0a27fe74e3931b7ea2326b7183229b971721,d9fa3408-a5cf-4aa4-93d2-4b5ae94572a5,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,117,99117,Stanley (County),23011,,2023-05-22T03:41:22.800Z,8c6c91959974dbf57d4db64afb67c619c165b2ec,f236e840-d0f6-4328-a541-05b719907e67,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,121,99121,Todd (County),23011,,2023-05-22T03:41:22.800Z,4d5621984b3124e86ea196c3d1c29ac34304e0c3,38412619-0143-40ff-be42-70cdda6fea8e,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,123,99123,Tripp (County),23011,,2023-05-22T03:41:22.800Z,8686f529e326003e87d965b1884ce316bd5d039e,7e685138-44d2-43cd-a1e2-1dbf4fa2d265,2023
DR-4689-SD,4689,SD,DR,2023-02-27 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,False,46,137,99137,Ziebach (County),23011,,2023-05-22T03:41:22.800Z,b5016ceec8590a82e35ed9698862fe94e02b1586,17e4cea1-0bbb-49f7-82bd-50be5fb06dd2,2023
DR-4688-SD,4688,SD,DR,2023-02-20 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,True,46,000,49700,Oglala Sioux Tribe of the Pine Ridge Reservation,23007,,2023-05-22T03:41:22.800Z,cf381ab888ed949e09cc9558d64b6440940ea65f,b9fc97ad-e25e-4b18-adbc-ac0f40286eb8,2023
DR-4687-SD,4687,SD,DR,2023-02-20 00:00:00+00:00,2023,Winter Storm,2022-12-12 00:00:00+00:00,2022-12-25 00:00:00+00:00,,True,46,000,55980,Rosebud Indian Reservation,23008,,2023-05-22T03:41:22.800Z,b0d91a747ddbefa3ec242913ee94440e155f14df,54134967-8373-44a8-9f38-64e871297e6b,2023
DR-4686-ND,4686,ND,DR,2023-02-05 00:00:00+00:00,2023,Snowstorm,2022-11-09 00:00:00+00:00,2022-11-11 00:00:00+00:00,,False,38,021,99021,Dickey (County),23003,,2023-05-22T03:41:22.800Z,60c404682ab8db50ac1c54e285b92bbe00f6c68c,a61a9dea-0175-4eea-861e-087ade648b90,2023
DR-4686-ND,4686,ND,DR,2023-02-05 00:00:00+00:00,2023,Snowstorm,2022-11-09 00:00:00+00:00,2022-11-11 00:00:00+00:00,,False,38,043,99043,Kidder (County),23003,,2023-05-22T03:41:22.800Z,1882acc941d0b19e3546a1198f6d7a49213f7e8b,5cddc613-de6b-4292-a1fd-47cf232d116f,2023
DR-4686-ND,4686,ND,DR,2023-02-05 00:00:00+00:00,2023,Snowstorm,2022-11-09 00:00:00+00:00,2022-11-11 00:00:00+00:00,,False,38,057,99057,Mercer (County),23003,,2023-05-22T03:41:22.800Z,af2e3b13447a12406a9d11fa660579fd0420183f,74963276-2b8a-4e87-83ec-cb08e0d6ecd2,2023
DR-4686-ND,4686,ND,DR,2023-02-05 00:00:00+00:00,2023,Snowstorm,2022-11-09 00:00:00+00:00,2022-11-11 00:00:00+00:00,,False,38,063,99063,Nelson (County),23003,,2023-05-22T03:41:22.800Z,9bf39ffe50f828a38bb95e21f5b352e3d80791d6,e9637207-6a28-4f4e-9445-319c1977383b,2023
DR-4686-ND,4686,ND,DR,2023-02-05 00:00:00+00:00,2023,Snowstorm,2022-11-09 00:00:00+00:00,2022-11-11 00:00:00+00:00,,False,38,073,99073,Ransom (County),23003,,2023-05-22T03:41:22.800Z,da2d351eced52a07b061ec3b2639b5548fd721e3,ab0a227c-6a49-40e1-afab-a7cf312271bd,2023
DR-4686-ND,4686,ND,DR,2023-02-05 00:00:00+00:00,2023,Snowstorm,2022-11-09 00:00:00+00:00,2022-11-11 00:00:00+00:00,,False,38,081,99081,Sargent (County),23003,,2023-05-22T03:41:22.800Z,d9f93de64c5378e431763737b56c6f7bda20a2e6,30bc695c-9a65-4e12-b4d8-73e152a1455f,2023
DR-4686-ND,4686,ND,DR,2023-02-05 00:00:00+00:00,2023,Snowstorm,2022-11-09 00:00:00+00:00,2022-11-11 00:00:00+00:00,,False,38,103,99103,Wells (County),23003,,2023-05-22T03:41:22.800Z,482c3c271a451297663176cffc50aadca5a55c59,34b8d62c-03c8-46f1-8415-356a035ce563,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,081,99081,Crisp (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,a9f7221ea597dc22c2fe935d4263fc8ceb09f1a7,26dca4b9-80f8-4daf-b46e-05c732f304fe,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,231,99231,Pike (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,91d0e2a7a1c122225eeea63d51e93227655941fd,c38cea32-2cb5-4185-acfa-431051699973,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,035,99035,Butts (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,2c2662427c180e3a4a90eae74839d52e2711e050,fbf65342-07eb-4b0c-9fd4-e924c1a83488,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,151,99151,Henry (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,3f429c4d031fce023e9c2453abd4cbbd469cbc15,f2ca4500-0016-4aa0-b5ef-19db9e16a674,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,159,99159,Jasper (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,2edf9934f044e25ad7a25b97b1c0e35cd92979fe,8463ebca-b6cc-4c16-9137-896a8ee1e1b5,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,199,99199,Meriwether (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,f684b727d40f8a1a4ad45b1f8161c65ea554b8f6,066cfabe-ee98-44ed-b523-3eccfbd975ff,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,217,99217,Newton (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,dc117d627aa48037f85523850cc6ed19270fe401,14c67e88-f0d4-4b72-9900-e7abdf5fe7ed,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,255,99255,Spalding (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,8309607dcde4e25bd8c31eaf11ed49184edf106e,40e8ce6b-5762-4713-9165-51018fda77ca,2023
DR-4685-GA,4685,GA,DR,2023-01-16 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,13,285,99285,Troup (County),23006,2023-03-20T00:00:00.000Z,2023-05-22T03:41:22.800Z,ca02fe940cd67ac5aef8709b5cc53656d6165770,533bfc8b-c435-48ab-b81f-53e39b0dbca2,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,005,99005,Barbour (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,2c4894e6d05f354dfc61c8cd6633f3d7ac9c4f10,364b6881-384a-4580-8169-b41ae7f41dd1,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,017,99017,Chambers (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,a4fd75172132665bb3a40ce9d4f9a87e2e527331,318d3071-6f5a-4162-a248-eb662a59a9d0,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,035,99035,Conecuh (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,e5b662e7c563848e82215864997512acc80861aa,1d044d24-ae0b-462d-815c-4180dd570c7f,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,097,99097,Mobile (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,860fb53f738558a5014b0a75dacf8b5fdee72f1a,00585ad6-d24c-47e1-b79d-9cab006ba824,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,103,99103,Morgan (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,90cf6ac9ed041d6090d09d35b70f4ccf06a959f9,06ca6036-db5b-451c-83b0-61eef64335b4,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,001,99001,Autauga (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,77c4c9a6f99b2c25119e6936f6650b9b8db2c539,ca75e482-f60f-4b81-8e66-bd52cddf6996,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,037,99037,Coosa (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,26455b4118a05dd0c68a1623cd32907cc6be113b,d5aa3a59-c776-4eae-b4cf-6b9e212c83b1,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,047,99047,Dallas (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,9964c7b3c1a361523b275ace77fdef9b59d90966,baf19f70-b69a-49c8-9bfc-fda95199d73c,2023
DR-4684-AL,4684,AL,DR,2023-01-15 00:00:00+00:00,2023,Severe Storm,2023-01-12 00:00:00+00:00,2023-01-12 00:00:00+00:00,,False,01,051,99051,Elmore (County),23005,2023-03-16T00:00:00.000Z,2023-05-22T03:41:22.800Z,071f6dd2c44123d3d1573a27fcde9dbde4d78935,cad1d8f9-712b-4a5a-8586-288ce7199465,2023
